,district,day,month,hour,Crime Occurences,Class
14307,SOUTHERN,Friday,9,3,60,Medium
10335,PARK,Friday,11,15,60,Medium
11223,PARK,Sunday,12,15,60,Medium
7875,MISSION,Wednesday,5,3,60,Medium
13989,RICHMOND,Wednesday,7,21,60,Medium
15890,SOUTHERN,Wednesday,3,2,60,Medium
3632,CENTRAL,Tuesday,8,8,60,Medium
6916,MISSION,Sunday,1,4,60,Medium
14054,RICHMOND,Wednesday,10,14,60,Medium
12851,RICHMOND,Saturday,8,11,60,Medium
18481,TENDERLOIN,Monday,3,1,60,Medium
13647,RICHMOND,Tuesday,5,15,60,Medium
13330,RICHMOND,Thursday,4,10,60,Medium
6702,MISSION,Saturday,4,6,60,Medium
19878,TENDERLOIN,Wednesday,1,6,60,Medium
18463,TENDERLOIN,Monday,2,7,60,Medium
11601,PARK,Tuesday,4,9,60,Medium
4737,INGLESIDE,Saturday,6,9,60,Medium
13429,RICHMOND,Thursday,8,13,60,Medium
13903,RICHMOND,Wednesday,4,7,60,Medium
7015,MISSION,Sunday,5,7,60,Medium
15915,SOUTHERN,Wednesday,4,3,60,Medium
13454,RICHMOND,Thursday,9,14,60,Medium
4106,INGLESIDE,Friday,4,2,60,Medium
16035,SOUTHERN,Wednesday,9,3,60,Medium
16034,SOUTHERN,Wednesday,9,2,60,Medium
775,BAYVIEW,Saturday,9,7,60,Medium
13955,RICHMOND,Wednesday,6,11,60,Medium
13916,RICHMOND,Wednesday,4,20,60,Medium
15987,SOUTHERN,Wednesday,7,3,60,Medium
7636,MISSION,Tuesday,7,4,60,Medium
13054,RICHMOND,Sunday,4,22,60,Medium
17863,TARAVAL,Wednesday,1,7,60,Medium
12770,RICHMOND,Saturday,5,2,60,Medium
14886,SOUTHERN,Saturday,9,6,60,Medium
12176,RICHMOND,Friday,4,8,60,Medium
12769,RICHMOND,Saturday,5,1,60,Medium
13868,RICHMOND,Wednesday,2,20,60,Medium
13425,RICHMOND,Thursday,8,9,60,Medium
12320,RICHMOND,Friday,10,8,60,Medium
3175,CENTRAL,Thursday,1,7,60,Medium
12706,RICHMOND,Saturday,2,10,60,Medium
4874,INGLESIDE,Saturday,12,2,60,Medium
11996,PARK,Wednesday,8,20,60,Medium
14427,SOUTHERN,Monday,2,3,60,Medium
17503,TARAVAL,Thursday,10,7,60,Medium
18505,TENDERLOIN,Monday,4,1,60,Medium
12297,RICHMOND,Friday,9,9,60,Medium
4952,INGLESIDE,Sunday,3,8,60,Medium
11987,PARK,Wednesday,8,11,60,Medium
18558,TENDERLOIN,Monday,6,6,60,Medium
6556,MISSION,Monday,10,4,60,Medium
10868,PARK,Saturday,9,20,60,Medium
13261,RICHMOND,Thursday,1,13,59,Low
4399,INGLESIDE,Monday,4,7,59,Low
15770,SOUTHERN,Tuesday,10,2,59,Low
16778,TARAVAL,Saturday,4,2,59,Low
12152,RICHMOND,Friday,3,8,59,Low
17911,TARAVAL,Wednesday,3,7,59,Low
14072,RICHMOND,Wednesday,11,8,59,Low
16785,TARAVAL,Saturday,4,9,59,Low
11486,PARK,Thursday,11,14,59,Low
10944,PARK,Sunday,1,0,59,Low
15723,SOUTHERN,Tuesday,8,3,59,Low
13357,RICHMOND,Thursday,5,13,59,Low
7804,MISSION,Wednesday,2,4,59,Low
16809,TARAVAL,Saturday,5,9,59,Low
8473,NORTHERN,Monday,6,1,59,Low
10905,PARK,Saturday,11,9,59,Low
10981,PARK,Sunday,2,13,59,Low
9846,NORTHERN,Wednesday,3,6,59,Low
7610,MISSION,Tuesday,6,2,59,Low
10785,PARK,Saturday,6,9,59,Low
15966,SOUTHERN,Wednesday,6,6,59,Low
11459,PARK,Thursday,10,11,59,Low
13352,RICHMOND,Thursday,5,8,59,Low
13840,RICHMOND,Wednesday,1,16,59,Low
8570,NORTHERN,Monday,10,2,59,Low
13411,RICHMOND,Thursday,7,19,59,Low
13928,RICHMOND,Wednesday,5,8,59,Low
16062,SOUTHERN,Wednesday,10,6,59,Low
11799,PARK,Tuesday,12,15,59,Low
10937,PARK,Saturday,12,17,59,Low
10011,NORTHERN,Wednesday,10,3,59,Low
13718,RICHMOND,Tuesday,8,14,59,Low
11800,PARK,Tuesday,12,16,59,Low
7230,MISSION,Thursday,2,6,59,Low
7515,MISSION,Tuesday,2,3,59,Low
13953,RICHMOND,Wednesday,6,9,59,Low
3962,CENTRAL,Wednesday,10,2,59,Low
12805,RICHMOND,Saturday,6,13,59,Low
18145,TENDERLOIN,Friday,1,1,59,Low
14049,RICHMOND,Wednesday,10,9,59,Low
11805,PARK,Tuesday,12,21,59,Low
6390,MISSION,Monday,3,6,59,Low
2282,CENTRAL,Friday,12,2,59,Low
17479,TARAVAL,Thursday,9,7,59,Low
7012,MISSION,Sunday,5,4,59,Low
5521,INGLESIDE,Tuesday,3,1,59,Low
8427,NORTHERN,Monday,4,3,59,Low
17209,TARAVAL,Sunday,10,1,59,Low
6772,MISSION,Saturday,7,4,59,Low
13388,RICHMOND,Thursday,6,20,59,Low
17171,TARAVAL,Sunday,8,11,59,Low
18384,TENDERLOIN,Friday,11,0,59,Low
10886,PARK,Saturday,10,14,59,Low
3439,CENTRAL,Thursday,12,7,59,Low
12745,RICHMOND,Saturday,4,1,59,Low
14142,SOUTHERN,Friday,2,6,59,Low
12662,RICHMOND,Monday,12,14,59,Low
13391,RICHMOND,Thursday,6,23,59,Low
14013,RICHMOND,Wednesday,8,21,59,Low
17090,TARAVAL,Sunday,5,2,59,Low
3271,CENTRAL,Thursday,5,7,59,Low
5146,INGLESIDE,Sunday,11,10,59,Low
17234,TARAVAL,Sunday,11,2,59,Low
5073,INGLESIDE,Sunday,8,9,59,Low
12238,RICHMOND,Friday,6,22,59,Low
3367,CENTRAL,Thursday,9,7,59,Low
12707,RICHMOND,Saturday,2,11,59,Low
4730,INGLESIDE,Saturday,6,2,59,Low
14038,RICHMOND,Wednesday,9,22,59,Low
9031,NORTHERN,Sunday,5,7,59,Low
11123,PARK,Sunday,8,11,59,Low
5959,INGLESIDE,Wednesday,9,7,59,Low
3698,CENTRAL,Tuesday,11,2,59,Low
3631,CENTRAL,Tuesday,8,7,59,Low
14284,SOUTHERN,Friday,8,4,59,Low
18991,TENDERLOIN,Saturday,12,7,59,Low
12501,RICHMOND,Monday,5,21,59,Low
18986,TENDERLOIN,Saturday,12,2,59,Low
9556,NORTHERN,Tuesday,3,4,59,Low
15892,SOUTHERN,Wednesday,3,4,59,Low
11936,PARK,Wednesday,6,8,59,Low
3655,CENTRAL,Tuesday,9,7,59,Low
14084,RICHMOND,Wednesday,11,20,59,Low
2816,CENTRAL,Saturday,10,8,59,Low
6891,MISSION,Saturday,12,3,59,Low
13508,RICHMOND,Thursday,11,20,59,Low
10898,PARK,Saturday,11,2,59,Low
12836,RICHMOND,Saturday,7,20,59,Low
15867,SOUTHERN,Wednesday,2,3,59,Low
3577,CENTRAL,Tuesday,6,1,59,Low
3559,CENTRAL,Tuesday,5,7,59,Low
15603,SOUTHERN,Tuesday,3,3,59,Low
8094,NORTHERN,Friday,2,6,59,Low
8115,NORTHERN,Friday,3,3,59,Low
14086,RICHMOND,Wednesday,11,22,59,Low
13765,RICHMOND,Tuesday,10,13,59,Low
13942,RICHMOND,Wednesday,5,22,59,Low
13214,RICHMOND,Sunday,11,14,59,Low
10521,PARK,Monday,7,9,59,Low
1801,BAYVIEW,Wednesday,4,1,59,Low
11505,PARK,Thursday,12,9,59,Low
15199,SOUTHERN,Sunday,10,7,59,Low
10450,PARK,Monday,4,10,59,Low
1206,BAYVIEW,Thursday,3,6,59,Low
13669,RICHMOND,Tuesday,6,13,59,Low
1590,BAYVIEW,Tuesday,7,6,59,Low
19808,TENDERLOIN,Tuesday,10,8,59,Low
11629,PARK,Tuesday,5,13,59,Low
11591,PARK,Tuesday,3,23,59,Low
10544,PARK,Monday,8,8,59,Low
11640,PARK,Tuesday,6,0,59,Low
11653,PARK,Tuesday,6,13,59,Low
19682,TENDERLOIN,Tuesday,5,2,59,Low
10642,PARK,Monday,12,10,59,Low
11220,PARK,Sunday,12,12,59,Low
895,BAYVIEW,Sunday,2,7,59,Low
10498,PARK,Monday,6,10,59,Low
10667,PARK,Saturday,1,11,59,Low
13079,RICHMOND,Sunday,5,23,59,Low
10630,PARK,Monday,11,22,59,Low
290,BAYVIEW,Monday,1,2,59,Low
13691,RICHMOND,Tuesday,7,11,59,Low
10765,PARK,Saturday,5,13,59,Low
14764,SOUTHERN,Saturday,4,4,59,Low
14836,SOUTHERN,Saturday,7,4,59,Low
19295,TENDERLOIN,Sunday,12,23,59,Low
10473,PARK,Monday,5,9,59,Low
19753,TENDERLOIN,Tuesday,8,1,59,Low
1567,BAYVIEW,Tuesday,6,7,59,Low
13643,RICHMOND,Tuesday,5,11,59,Low
10580,PARK,Monday,9,20,59,Low
11673,PARK,Tuesday,7,9,59,Low
15627,SOUTHERN,Tuesday,4,3,58,Low
10834,PARK,Saturday,8,10,58,Low
18679,TENDERLOIN,Monday,11,7,58,Low
4207,INGLESIDE,Friday,8,7,58,Low
4226,INGLESIDE,Friday,9,2,58,Low
2864,CENTRAL,Saturday,12,8,58,Low
12136,RICHMOND,Friday,2,16,58,Low
3241,CENTRAL,Thursday,4,1,58,Low
13067,RICHMOND,Sunday,5,11,58,Low
9483,NORTHERN,Thursday,12,3,58,Low
16369,TARAVAL,Friday,11,1,58,Low
10885,PARK,Saturday,10,13,58,Low
10392,PARK,Monday,2,0,58,Low
11314,PARK,Thursday,4,10,58,Low
10425,PARK,Monday,3,9,58,Low
11506,PARK,Thursday,12,10,58,Low
12813,RICHMOND,Saturday,6,21,58,Low
8190,NORTHERN,Friday,6,6,58,Low
12231,RICHMOND,Friday,6,15,58,Low
13821,RICHMOND,Tuesday,12,21,58,Low
14453,SOUTHERN,Monday,3,5,58,Low
10317,PARK,Friday,10,21,58,Low
5286,INGLESIDE,Thursday,5,6,58,Low
698,BAYVIEW,Saturday,6,2,58,Low
9387,NORTHERN,Thursday,8,3,58,Low
2425,CENTRAL,Monday,6,1,58,Low
13427,RICHMOND,Thursday,8,11,58,Low
13430,RICHMOND,Thursday,8,14,58,Low
10543,PARK,Monday,8,7,58,Low
2426,CENTRAL,Monday,6,2,58,Low
17359,TARAVAL,Thursday,4,7,58,Low
819,BAYVIEW,Saturday,11,3,58,Low
824,BAYVIEW,Saturday,11,8,58,Low
13237,RICHMOND,Sunday,12,13,58,Low
13403,RICHMOND,Thursday,7,11,58,Low
7419,MISSION,Thursday,10,3,58,Low
15459,SOUTHERN,Thursday,9,3,58,Low
13743,RICHMOND,Tuesday,9,15,58,Low
10824,PARK,Saturday,8,0,58,Low
11579,PARK,Tuesday,3,11,58,Low
1513,BAYVIEW,Tuesday,4,1,58,Low
5235,INGLESIDE,Thursday,3,3,58,Low
12911,RICHMOND,Saturday,10,23,58,Low
10825,PARK,Saturday,8,1,58,Low
11759,PARK,Tuesday,10,23,58,Low
13342,RICHMOND,Thursday,4,22,58,Low
3361,CENTRAL,Thursday,9,1,58,Low
10451,PARK,Monday,4,11,58,Low
8695,NORTHERN,Saturday,3,7,58,Low
11578,PARK,Tuesday,3,10,58,Low
4567,INGLESIDE,Monday,11,7,58,Low
9579,NORTHERN,Tuesday,4,3,58,Low
6844,MISSION,Saturday,10,4,58,Low
13175,RICHMOND,Sunday,9,23,58,Low
2330,CENTRAL,Monday,2,2,58,Low
15076,SOUTHERN,Sunday,5,4,58,Low
12059,PARK,Wednesday,11,11,58,Low
6555,MISSION,Monday,10,3,58,Low
4857,INGLESIDE,Saturday,11,9,58,Low
16307,TARAVAL,Friday,8,11,58,Low
11795,PARK,Tuesday,12,11,58,Low
12237,RICHMOND,Friday,6,21,58,Low
8524,NORTHERN,Monday,8,4,58,Low
10666,PARK,Saturday,1,10,58,Low
10487,PARK,Monday,5,23,58,Low
17243,TARAVAL,Sunday,11,11,58,Low
17623,TARAVAL,Tuesday,3,7,58,Low
890,BAYVIEW,Sunday,2,2,58,Low
13617,RICHMOND,Tuesday,4,9,58,Low
18242,TENDERLOIN,Friday,5,2,58,Low
20119,TENDERLOIN,Wednesday,11,7,58,Low
17839,TARAVAL,Tuesday,12,7,58,Low
16825,TARAVAL,Saturday,6,1,58,Low
10560,PARK,Monday,9,0,58,Low
1441,BAYVIEW,Tuesday,1,1,58,Low
17530,TARAVAL,Thursday,11,10,58,Low
13094,RICHMOND,Sunday,6,14,58,Low
10087,PARK,Friday,1,7,58,Low
2739,CENTRAL,Saturday,7,3,58,Low
12974,RICHMOND,Sunday,1,14,58,Low
10704,PARK,Saturday,3,0,58,Low
13046,RICHMOND,Sunday,4,14,58,Low
14029,RICHMOND,Wednesday,9,13,58,Low
10776,PARK,Saturday,6,0,58,Low
9507,NORTHERN,Tuesday,1,3,58,Low
8959,NORTHERN,Sunday,2,7,58,Low
13713,RICHMOND,Tuesday,8,9,58,Low
10617,PARK,Monday,11,9,58,Low
11782,PARK,Tuesday,11,22,58,Low
11174,PARK,Sunday,10,14,58,Low
10499,PARK,Monday,6,11,58,Low
11254,PARK,Thursday,1,22,58,Low
13808,RICHMOND,Tuesday,12,8,58,Low
11792,PARK,Tuesday,12,8,58,Low
4322,INGLESIDE,Monday,1,2,58,Low
9987,NORTHERN,Wednesday,9,3,58,Low
15531,SOUTHERN,Thursday,12,3,58,Low
11041,PARK,Sunday,5,1,58,Low
18218,TENDERLOIN,Friday,4,2,58,Low
3553,CENTRAL,Tuesday,5,1,58,Low
12235,RICHMOND,Friday,6,19,58,Low
11557,PARK,Tuesday,2,13,58,Low
10595,PARK,Monday,10,11,58,Low
15938,SOUTHERN,Wednesday,5,2,58,Low
12177,RICHMOND,Friday,4,9,58,Low
4929,INGLESIDE,Sunday,2,9,58,Low
13820,RICHMOND,Tuesday,12,20,58,Low
3818,CENTRAL,Wednesday,4,2,58,Low
18702,TENDERLOIN,Monday,12,6,58,Low
4947,INGLESIDE,Sunday,3,3,58,Low
10786,PARK,Saturday,6,10,58,Low
13509,RICHMOND,Thursday,11,21,58,Low
12489,RICHMOND,Monday,5,9,58,Low
14956,SOUTHERN,Saturday,12,4,58,Low
11515,PARK,Thursday,12,19,58,Low
8069,NORTHERN,Friday,1,5,58,Low
19161,TENDERLOIN,Sunday,7,9,58,Low
3583,CENTRAL,Tuesday,6,7,58,Low
19292,TENDERLOIN,Sunday,12,20,58,Low
13499,RICHMOND,Thursday,11,11,58,Low
12985,RICHMOND,Sunday,2,1,58,Low
13033,RICHMOND,Sunday,4,1,58,Low
12380,RICHMOND,Friday,12,20,58,Low
3769,CENTRAL,Wednesday,2,1,58,Low
19159,TENDERLOIN,Sunday,7,7,58,Low
19153,TENDERLOIN,Sunday,7,1,58,Low
15124,SOUTHERN,Sunday,7,4,58,Low
10654,PARK,Monday,12,22,57,Low
13981,RICHMOND,Wednesday,7,13,57,Low
18919,TENDERLOIN,Saturday,9,7,57,Low
13763,RICHMOND,Tuesday,10,11,57,Low
13549,RICHMOND,Tuesday,1,13,57,Low
10816,PARK,Saturday,7,16,57,Low
12969,RICHMOND,Sunday,1,9,57,Low
19826,TENDERLOIN,Tuesday,11,2,57,Low
4471,INGLESIDE,Monday,7,7,57,Low
9414,NORTHERN,Thursday,9,6,57,Low
7683,MISSION,Tuesday,9,3,57,Low
12962,RICHMOND,Sunday,1,2,57,Low
2619,CENTRAL,Saturday,2,3,57,Low
14048,RICHMOND,Wednesday,10,8,57,Low
10752,PARK,Saturday,5,0,57,Low
15078,SOUTHERN,Sunday,5,6,57,Low
14015,RICHMOND,Wednesday,8,23,57,Low
2811,CENTRAL,Saturday,10,3,57,Low
6531,MISSION,Monday,9,3,57,Low
13815,RICHMOND,Tuesday,12,15,57,Low
13503,RICHMOND,Thursday,11,15,57,Low
19902,TENDERLOIN,Wednesday,2,6,57,Low
10820,PARK,Saturday,7,20,57,Low
4875,INGLESIDE,Saturday,12,3,57,Low
10219,PARK,Friday,6,19,57,Low
15101,SOUTHERN,Sunday,6,5,57,Low
12239,RICHMOND,Friday,6,23,57,Low
16255,TARAVAL,Friday,6,7,57,Low
17567,TARAVAL,Thursday,12,23,57,Low
12931,RICHMOND,Saturday,11,19,57,Low
14025,RICHMOND,Wednesday,9,9,57,Low
10522,PARK,Monday,7,10,57,Low
10209,PARK,Friday,6,9,57,Low
6483,MISSION,Monday,7,3,57,Low
506,BAYVIEW,Monday,10,2,57,Low
9366,NORTHERN,Thursday,7,6,57,Low
9342,NORTHERN,Thursday,6,6,57,Low
3051,CENTRAL,Sunday,8,3,57,Low
3027,CENTRAL,Sunday,7,3,57,Low
12957,RICHMOND,Saturday,12,21,57,Low
10474,PARK,Monday,5,10,57,Low
2960,CENTRAL,Sunday,4,8,57,Low
19854,TENDERLOIN,Tuesday,12,6,57,Low
18871,TENDERLOIN,Saturday,7,7,57,Low
17401,TARAVAL,Thursday,6,1,57,Low
13582,RICHMOND,Tuesday,2,22,57,Low
10989,PARK,Sunday,2,21,57,Low
9222,NORTHERN,Thursday,1,6,57,Low
2888,CENTRAL,Sunday,1,8,57,Low
4969,INGLESIDE,Sunday,4,1,57,Low
14333,SOUTHERN,Friday,10,5,57,Low
17432,TARAVAL,Thursday,7,8,57,Low
8547,NORTHERN,Monday,9,3,57,Low
751,BAYVIEW,Saturday,8,7,57,Low
19610,TENDERLOIN,Tuesday,2,2,57,Low
12806,RICHMOND,Saturday,6,14,57,Low
3823,CENTRAL,Wednesday,4,7,57,Low
12057,PARK,Wednesday,11,9,57,Low
3505,CENTRAL,Tuesday,3,1,57,Low
3847,CENTRAL,Wednesday,5,7,57,Low
3459,CENTRAL,Tuesday,1,3,57,Low
13616,RICHMOND,Tuesday,4,8,57,Low
13381,RICHMOND,Thursday,6,13,57,Low
2071,CENTRAL,Friday,3,7,57,Low
1015,BAYVIEW,Sunday,7,7,57,Low
2095,CENTRAL,Friday,4,7,57,Low
11650,PARK,Tuesday,6,10,57,Low
19087,TENDERLOIN,Sunday,4,7,57,Low
19086,TENDERLOIN,Sunday,4,6,57,Low
10797,PARK,Saturday,6,21,57,Low
17039,TARAVAL,Sunday,2,23,57,Low
3391,CENTRAL,Thursday,10,7,57,Low
11736,PARK,Tuesday,10,0,57,Low
2119,CENTRAL,Friday,5,7,57,Low
867,BAYVIEW,Sunday,1,3,57,Low
3943,CENTRAL,Wednesday,9,7,57,Low
11311,PARK,Thursday,4,7,57,Low
19062,TENDERLOIN,Sunday,3,6,57,Low
3387,CENTRAL,Thursday,10,3,57,Low
13871,RICHMOND,Wednesday,2,23,57,Low
13736,RICHMOND,Tuesday,9,8,57,Low
19345,TENDERLOIN,Thursday,3,1,57,Low
10918,PARK,Saturday,11,22,57,Low
12598,RICHMOND,Monday,9,22,57,Low
10128,PARK,Friday,3,0,57,Low
991,BAYVIEW,Sunday,6,7,57,Low
3673,CENTRAL,Tuesday,10,1,57,Low
19250,TENDERLOIN,Sunday,11,2,57,Low
11222,PARK,Sunday,12,14,57,Low
13354,RICHMOND,Thursday,5,10,57,Low
938,BAYVIEW,Sunday,4,2,57,Low
49,BAYVIEW,Friday,3,1,57,Low
10703,PARK,Saturday,2,23,57,Low
10366,PARK,Friday,12,22,57,Low
12024,PARK,Wednesday,10,0,57,Low
16760,TARAVAL,Saturday,3,8,57,Low
11664,PARK,Tuesday,7,0,57,Low
13535,RICHMOND,Thursday,12,23,57,Low
5791,INGLESIDE,Wednesday,2,7,57,Low
12574,RICHMOND,Monday,8,22,57,Low
10035,NORTHERN,Wednesday,11,3,57,Low
50,BAYVIEW,Friday,3,2,57,Low
73,BAYVIEW,Friday,4,1,57,Low
12827,RICHMOND,Saturday,7,11,57,Low
13305,RICHMOND,Thursday,3,9,57,Low
8019,MISSION,Wednesday,11,3,57,Low
13893,RICHMOND,Wednesday,3,21,57,Low
11551,PARK,Tuesday,2,7,57,Low
20094,TENDERLOIN,Wednesday,10,6,57,Low
5863,INGLESIDE,Wednesday,5,7,57,Low
18338,TENDERLOIN,Friday,9,2,57,Low
13652,RICHMOND,Tuesday,5,20,57,Low
11722,PARK,Tuesday,9,10,57,Low
10689,PARK,Saturday,2,9,57,Low
13485,RICHMOND,Thursday,10,21,57,Low
2263,CENTRAL,Friday,11,7,57,Low
9534,NORTHERN,Tuesday,2,6,57,Low
12995,RICHMOND,Sunday,2,11,57,Low
11434,PARK,Thursday,9,10,57,Low
10440,PARK,Monday,4,0,57,Low
10427,PARK,Monday,3,11,57,Low
3290,CENTRAL,Thursday,6,2,57,Low
5138,INGLESIDE,Sunday,11,2,57,Low
16106,SOUTHERN,Wednesday,12,2,57,Low
4249,INGLESIDE,Friday,10,1,57,Low
13118,RICHMOND,Sunday,7,14,57,Low
13390,RICHMOND,Thursday,6,22,57,Low
1064,BAYVIEW,Sunday,9,8,57,Low
13690,RICHMOND,Tuesday,7,10,57,Low
17195,TARAVAL,Sunday,9,11,57,Low
11926,PARK,Wednesday,5,22,57,Low
11136,PARK,Sunday,9,0,57,Low
11363,PARK,Thursday,6,11,57,Low
13741,RICHMOND,Tuesday,9,13,57,Low
7109,MISSION,Sunday,9,5,57,Low
13383,RICHMOND,Thursday,6,15,57,Low
5120,INGLESIDE,Sunday,10,8,57,Low
11856,PARK,Wednesday,3,0,57,Low
11195,PARK,Sunday,11,11,57,Low
13484,RICHMOND,Thursday,10,20,57,Low
17857,TARAVAL,Wednesday,1,1,57,Low
7470,MISSION,Thursday,12,6,57,Low
12083,PARK,Wednesday,12,11,57,Low
11685,PARK,Tuesday,7,21,57,Low
18553,TENDERLOIN,Monday,6,1,57,Low
3607,CENTRAL,Tuesday,7,7,56,Low
7300,MISSION,Thursday,5,4,56,Low
10706,PARK,Saturday,3,2,56,Low
7996,MISSION,Wednesday,10,4,56,Low
14406,SOUTHERN,Monday,1,6,56,Low
12261,RICHMOND,Friday,7,21,56,Low
4327,INGLESIDE,Monday,1,7,56,Low
10283,PARK,Friday,9,11,56,Low
11230,PARK,Sunday,12,22,56,Low
13979,RICHMOND,Wednesday,7,11,56,Low
11396,PARK,Thursday,7,20,56,Low
18313,TENDERLOIN,Friday,8,1,56,Low
10279,PARK,Friday,9,7,56,Low
12035,PARK,Wednesday,10,11,56,Low
18746,TENDERLOIN,Saturday,2,2,56,Low
13984,RICHMOND,Wednesday,7,16,56,Low
13966,RICHMOND,Wednesday,6,22,56,Low
12249,RICHMOND,Friday,7,9,56,Low
10232,PARK,Friday,7,8,56,Low
12250,RICHMOND,Friday,7,10,56,Low
8595,NORTHERN,Monday,11,3,56,Low
18366,TENDERLOIN,Friday,10,6,56,Low
12128,RICHMOND,Friday,2,8,56,Low
16202,TARAVAL,Friday,4,2,56,Low
3319,CENTRAL,Thursday,7,7,56,Low
10954,PARK,Sunday,1,10,56,Low
4081,INGLESIDE,Friday,3,1,56,Low
14451,SOUTHERN,Monday,3,3,56,Low
13670,RICHMOND,Tuesday,6,14,56,Low
2912,CENTRAL,Sunday,2,8,56,Low
10259,PARK,Friday,8,11,56,Low
8022,MISSION,Wednesday,11,6,56,Low
19633,TENDERLOIN,Tuesday,3,1,56,Low
8743,NORTHERN,Saturday,5,7,56,Low
10405,PARK,Monday,2,13,56,Low
6895,MISSION,Saturday,12,7,56,Low
6822,MISSION,Saturday,9,6,56,Low
18650,TENDERLOIN,Monday,10,2,56,Low
11615,PARK,Tuesday,4,23,56,Low
12070,PARK,Wednesday,11,22,56,Low
7611,MISSION,Tuesday,6,3,56,Low
8211,NORTHERN,Friday,7,3,56,Low
14382,SOUTHERN,Friday,12,6,56,Low
13139,RICHMOND,Sunday,8,11,56,Low
12850,RICHMOND,Saturday,8,10,56,Low
11687,PARK,Tuesday,7,23,56,Low
11278,PARK,Thursday,2,22,56,Low
13472,RICHMOND,Thursday,10,8,56,Low
18007,TARAVAL,Wednesday,7,7,56,Low
3799,CENTRAL,Wednesday,3,7,56,Low
13607,RICHMOND,Tuesday,3,23,56,Low
10472,PARK,Monday,5,8,56,Low
3535,CENTRAL,Tuesday,4,7,56,Low
15844,SOUTHERN,Wednesday,1,4,56,Low
7324,MISSION,Thursday,6,4,56,Low
3938,CENTRAL,Wednesday,9,2,56,Low
12712,RICHMOND,Saturday,2,16,56,Low
4784,INGLESIDE,Saturday,8,8,56,Low
9676,NORTHERN,Tuesday,8,4,56,Low
5024,INGLESIDE,Sunday,6,8,56,Low
13002,RICHMOND,Sunday,2,18,56,Low
11852,PARK,Wednesday,2,20,56,Low
13774,RICHMOND,Tuesday,10,22,56,Low
15339,SOUTHERN,Thursday,4,3,56,Low
12633,RICHMOND,Monday,11,9,56,Low
12632,RICHMOND,Monday,11,8,56,Low
11360,PARK,Thursday,6,8,56,Low
13775,RICHMOND,Tuesday,10,23,56,Low
2474,CENTRAL,Monday,8,2,56,Low
6387,MISSION,Monday,3,3,56,Low
18865,TENDERLOIN,Saturday,7,1,56,Low
17267,TARAVAL,Sunday,12,11,56,Low
17025,TARAVAL,Sunday,2,9,56,Low
11492,PARK,Thursday,11,20,56,Low
12477,RICHMOND,Monday,4,21,56,Low
246,BAYVIEW,Friday,11,6,56,Low
217,BAYVIEW,Friday,10,1,56,Low
10988,PARK,Sunday,2,20,56,Low
11495,PARK,Thursday,11,23,56,Low
9219,NORTHERN,Thursday,1,3,56,Low
16513,TARAVAL,Monday,5,1,56,Low
12430,RICHMOND,Monday,2,22,56,Low
10631,PARK,Monday,11,23,56,Low
17146,TARAVAL,Sunday,7,10,56,Low
15414,SOUTHERN,Thursday,7,6,56,Low
17242,TARAVAL,Sunday,11,10,56,Low
14107,RICHMOND,Wednesday,12,19,56,Low
19441,TENDERLOIN,Thursday,7,1,56,Low
11005,PARK,Sunday,3,13,56,Low
6270,MISSION,Friday,10,6,56,Low
9006,NORTHERN,Sunday,4,6,56,Low
11887,PARK,Wednesday,4,7,56,Low
10811,PARK,Saturday,7,11,56,Low
2329,CENTRAL,Monday,2,1,56,Low
2311,CENTRAL,Monday,1,7,56,Low
12367,RICHMOND,Friday,12,7,56,Low
14085,RICHMOND,Wednesday,11,21,56,Low
13752,RICHMOND,Tuesday,10,0,56,Low
11482,PARK,Thursday,11,10,56,Low
11150,PARK,Sunday,9,14,56,Low
17185,TARAVAL,Sunday,9,1,56,Low
6054,MISSION,Friday,1,6,56,Low
1537,BAYVIEW,Tuesday,5,1,56,Low
13195,RICHMOND,Sunday,10,19,56,Low
409,BAYVIEW,Monday,6,1,56,Low
10762,PARK,Saturday,5,10,56,Low
15316,SOUTHERN,Thursday,3,4,56,Low
16803,TARAVAL,Saturday,5,3,56,Low
11553,PARK,Tuesday,2,9,56,Low
7899,MISSION,Wednesday,6,3,56,Low
11206,PARK,Sunday,11,22,56,Low
5503,INGLESIDE,Tuesday,2,7,56,Low
6579,MISSION,Monday,11,3,56,Low
13246,RICHMOND,Sunday,12,22,56,Low
1998,BAYVIEW,Wednesday,12,6,56,Low
15246,SOUTHERN,Sunday,12,6,56,Low
12715,RICHMOND,Saturday,2,19,56,Low
15100,SOUTHERN,Sunday,6,4,56,Low
16928,TARAVAL,Saturday,10,8,56,Low
18824,TENDERLOIN,Saturday,5,8,56,Low
2691,CENTRAL,Saturday,5,3,56,Low
2667,CENTRAL,Saturday,4,3,56,Low
16856,TARAVAL,Saturday,7,8,56,Low
13717,RICHMOND,Tuesday,8,13,56,Low
6462,MISSION,Monday,6,6,56,Low
17575,TARAVAL,Tuesday,1,7,56,Low
16737,TARAVAL,Saturday,2,9,56,Low
16712,TARAVAL,Saturday,1,8,56,Low
12568,RICHMOND,Monday,8,16,56,Low
13187,RICHMOND,Sunday,10,11,55,Low
3295,CENTRAL,Thursday,6,7,55,Low
6051,MISSION,Friday,1,3,55,Low
13749,RICHMOND,Tuesday,9,21,55,Low
4129,INGLESIDE,Friday,5,1,55,Low
