,district,day,month,hour,Crime Occurences,Class
4092,INGLESIDE,Friday,3,12,138,High
9441,NORTHERN,Thursday,10,9,138,High
3326,CENTRAL,Thursday,7,14,138,High
1022,BAYVIEW,Sunday,7,14,138,High
4072,INGLESIDE,Friday,2,16,138,High
17659,TARAVAL,Tuesday,4,19,138,High
789,BAYVIEW,Saturday,9,21,138,High
7330,MISSION,Thursday,6,10,138,High
2441,CENTRAL,Monday,6,17,138,High
956,BAYVIEW,Sunday,4,20,138,High
2541,CENTRAL,Monday,10,21,138,High
4678,INGLESIDE,Saturday,3,22,138,High
19768,TENDERLOIN,Tuesday,8,16,138,High
857,BAYVIEW,Saturday,12,17,138,High
878,BAYVIEW,Sunday,1,14,138,High
886,BAYVIEW,Sunday,1,22,138,High
658,BAYVIEW,Saturday,4,10,138,High
2392,CENTRAL,Monday,4,16,138,High
8024,MISSION,Wednesday,11,8,138,High
14937,SOUTHERN,Saturday,11,9,138,High
2733,CENTRAL,Saturday,6,21,138,High
5513,INGLESIDE,Tuesday,2,17,138,High
4222,INGLESIDE,Friday,8,22,138,High
590,BAYVIEW,Saturday,1,14,138,High
4577,INGLESIDE,Monday,11,17,137,High
19341,TENDERLOIN,Thursday,2,21,137,High
760,BAYVIEW,Saturday,8,16,137,High
6933,MISSION,Sunday,1,21,137,High
4656,INGLESIDE,Saturday,3,0,137,High
9873,NORTHERN,Wednesday,4,9,137,High
3613,CENTRAL,Tuesday,7,13,137,High
4937,INGLESIDE,Sunday,2,17,137,High
19603,TENDERLOIN,Tuesday,1,19,137,High
4555,INGLESIDE,Monday,10,19,137,High
6755,MISSION,Saturday,6,11,137,High
204,BAYVIEW,Friday,9,12,137,High
14599,SOUTHERN,Monday,9,7,137,High
238,BAYVIEW,Friday,10,22,137,High
7093,MISSION,Sunday,8,13,137,High
19363,TENDERLOIN,Thursday,3,19,137,High
5228,INGLESIDE,Thursday,2,20,137,High
14257,SOUTHERN,Friday,7,1,137,High
5204,INGLESIDE,Thursday,1,20,137,High
9442,NORTHERN,Thursday,10,10,137,High
3567,CENTRAL,Tuesday,5,15,137,High
8375,NORTHERN,Monday,1,23,137,High
19144,TENDERLOIN,Sunday,6,16,137,High
4722,INGLESIDE,Saturday,5,18,137,High
9801,NORTHERN,Wednesday,1,9,137,High
18165,TENDERLOIN,Friday,1,21,137,High
5830,INGLESIDE,Wednesday,3,22,137,High
596,BAYVIEW,Saturday,1,20,137,High
4104,INGLESIDE,Friday,4,0,137,High
9225,NORTHERN,Thursday,1,9,137,High
5851,INGLESIDE,Wednesday,4,19,137,High
9110,NORTHERN,Sunday,8,14,137,High
18857,TENDERLOIN,Saturday,6,17,137,High
3360,CENTRAL,Thursday,9,0,137,High
1798,BAYVIEW,Wednesday,3,22,137,High
2738,CENTRAL,Saturday,7,2,137,High
18567,TENDERLOIN,Monday,6,15,137,High
18566,TENDERLOIN,Monday,6,14,137,High
18565,TENDERLOIN,Monday,6,13,137,High
1784,BAYVIEW,Wednesday,3,8,137,High
23,BAYVIEW,Friday,1,23,137,High
19715,TENDERLOIN,Tuesday,6,11,137,High
1243,BAYVIEW,Thursday,4,19,137,High
840,BAYVIEW,Saturday,12,0,137,High
3664,CENTRAL,Tuesday,9,16,137,High
3661,CENTRAL,Tuesday,9,13,137,High
18254,TENDERLOIN,Friday,5,14,137,High
18303,TENDERLOIN,Friday,7,15,137,High
3740,CENTRAL,Tuesday,12,20,137,High
6986,MISSION,Sunday,4,2,137,High
4236,INGLESIDE,Friday,9,12,137,High
18234,TENDERLOIN,Friday,4,18,137,High
9187,NORTHERN,Sunday,11,19,137,High
15250,SOUTHERN,Sunday,12,10,137,High
16884,TARAVAL,Saturday,8,12,137,High
19772,TENDERLOIN,Tuesday,8,20,137,High
9909,NORTHERN,Wednesday,5,21,137,High
980,BAYVIEW,Sunday,5,20,137,High
15239,SOUTHERN,Sunday,11,23,137,High
18831,TENDERLOIN,Saturday,5,15,137,High
7334,MISSION,Thursday,6,14,137,High
5009,INGLESIDE,Sunday,5,17,137,High
9712,NORTHERN,Tuesday,9,16,137,High
8438,NORTHERN,Monday,4,14,137,High
3934,CENTRAL,Wednesday,8,22,137,High
16918,TARAVAL,Saturday,9,22,137,High
8975,NORTHERN,Sunday,2,23,137,High
7738,MISSION,Tuesday,11,10,137,High
4220,INGLESIDE,Friday,8,20,137,High
432,BAYVIEW,Monday,7,0,137,High
4080,INGLESIDE,Friday,3,0,137,High
1433,BAYVIEW,Thursday,12,17,137,High
5588,INGLESIDE,Tuesday,5,20,137,High
397,BAYVIEW,Monday,5,13,137,High
670,BAYVIEW,Saturday,4,22,137,High
2617,CENTRAL,Saturday,2,1,137,High
18374,TENDERLOIN,Friday,10,14,137,High
2112,CENTRAL,Friday,5,0,137,High
5583,INGLESIDE,Tuesday,5,15,137,High
9035,NORTHERN,Sunday,5,11,137,High
8075,NORTHERN,Friday,1,11,137,High
17652,TARAVAL,Tuesday,4,12,137,High
6323,MISSION,Friday,12,11,137,High
612,BAYVIEW,Saturday,2,12,137,High
19576,TENDERLOIN,Thursday,12,16,137,High
8432,NORTHERN,Monday,4,8,137,High
18519,TENDERLOIN,Monday,4,15,137,High
689,BAYVIEW,Saturday,5,17,137,High
417,BAYVIEW,Monday,6,9,137,High
720,BAYVIEW,Saturday,7,0,137,High
5348,INGLESIDE,Thursday,7,20,137,High
19862,TENDERLOIN,Tuesday,12,14,137,High
600,BAYVIEW,Saturday,2,0,137,High
5249,INGLESIDE,Thursday,3,17,137,High
7463,MISSION,Thursday,11,23,137,High
332,BAYVIEW,Monday,2,20,137,High
324,BAYVIEW,Monday,2,12,137,High
3975,CENTRAL,Wednesday,10,15,137,High
5609,INGLESIDE,Tuesday,6,17,137,High
4076,INGLESIDE,Friday,2,20,137,High
7417,MISSION,Thursday,10,1,137,High
18400,TENDERLOIN,Friday,11,16,137,High
18766,TENDERLOIN,Saturday,2,22,137,High
2920,CENTRAL,Sunday,2,16,137,High
2199,CENTRAL,Friday,8,15,137,High
9611,NORTHERN,Tuesday,5,11,137,High
9349,NORTHERN,Thursday,6,13,137,High
8386,NORTHERN,Monday,2,10,136,High
72,BAYVIEW,Friday,4,0,136,High
4264,INGLESIDE,Friday,10,16,136,High
879,BAYVIEW,Sunday,1,15,136,High
4531,INGLESIDE,Monday,9,19,136,High
5892,INGLESIDE,Wednesday,6,12,136,High
6225,MISSION,Friday,8,9,136,High
5970,INGLESIDE,Wednesday,9,18,136,High
885,BAYVIEW,Sunday,1,21,136,High
1364,BAYVIEW,Thursday,9,20,136,High
643,BAYVIEW,Saturday,3,19,136,High
6999,MISSION,Sunday,4,15,136,High
1165,BAYVIEW,Thursday,1,13,136,High
1384,BAYVIEW,Thursday,10,16,136,High
906,BAYVIEW,Sunday,2,18,136,High
8120,NORTHERN,Friday,3,8,136,High
8578,NORTHERN,Monday,10,10,136,High
4674,INGLESIDE,Saturday,3,18,136,High
1410,BAYVIEW,Thursday,11,18,136,High
19265,TENDERLOIN,Sunday,11,17,136,High
8361,NORTHERN,Monday,1,9,136,High
286,BAYVIEW,Friday,12,22,136,High
18017,TARAVAL,Wednesday,7,17,136,High
4822,INGLESIDE,Saturday,9,22,136,High
257,BAYVIEW,Friday,11,17,136,High
3135,CENTRAL,Sunday,11,15,136,High
6202,MISSION,Friday,7,10,136,High
1527,BAYVIEW,Tuesday,4,15,136,High
3860,CENTRAL,Wednesday,5,20,136,High
4788,INGLESIDE,Saturday,8,12,136,High
18182,TENDERLOIN,Friday,2,14,136,High
1534,BAYVIEW,Tuesday,4,22,136,High
8591,NORTHERN,Monday,10,23,136,High
741,BAYVIEW,Saturday,7,21,136,High
8653,NORTHERN,Saturday,1,13,136,High
16387,TARAVAL,Friday,11,19,136,High
281,BAYVIEW,Friday,12,17,136,High
14447,SOUTHERN,Monday,2,23,136,High
19380,TENDERLOIN,Thursday,4,12,136,High
6705,MISSION,Saturday,4,9,136,High
4823,INGLESIDE,Saturday,9,23,136,High
19311,TENDERLOIN,Thursday,1,15,136,High
6598,MISSION,Monday,11,22,136,High
10030,NORTHERN,Wednesday,10,22,136,High
8482,NORTHERN,Monday,6,10,136,High
5781,INGLESIDE,Wednesday,1,21,136,High
402,BAYVIEW,Monday,5,18,136,High
1313,BAYVIEW,Thursday,7,17,136,High
134,BAYVIEW,Friday,6,14,136,High
5875,INGLESIDE,Wednesday,5,19,136,High
4407,INGLESIDE,Monday,4,15,136,High
1318,BAYVIEW,Thursday,7,22,136,High
3826,CENTRAL,Wednesday,4,10,136,High
158,BAYVIEW,Friday,7,14,136,High
3831,CENTRAL,Wednesday,4,15,136,High
4389,INGLESIDE,Monday,3,21,136,High
17585,TARAVAL,Tuesday,1,17,136,High
18157,TENDERLOIN,Friday,1,13,136,High
280,BAYVIEW,Friday,12,16,136,High
1624,BAYVIEW,Tuesday,8,16,136,High
3302,CENTRAL,Thursday,6,14,136,High
9513,NORTHERN,Tuesday,1,9,136,High
5508,INGLESIDE,Tuesday,2,12,136,High
16015,SOUTHERN,Wednesday,8,7,136,High
9728,NORTHERN,Tuesday,10,8,136,High
9920,NORTHERN,Wednesday,6,8,136,High
3425,CENTRAL,Thursday,11,17,136,High
18972,TENDERLOIN,Saturday,11,12,136,High
9275,NORTHERN,Thursday,3,11,136,High
3373,CENTRAL,Thursday,9,13,136,High
2054,CENTRAL,Friday,2,14,136,High
4940,INGLESIDE,Sunday,2,20,136,High
9901,NORTHERN,Wednesday,5,13,136,High
3541,CENTRAL,Tuesday,4,13,136,High
3398,CENTRAL,Thursday,10,14,136,High
2387,CENTRAL,Monday,4,11,136,High
3237,CENTRAL,Thursday,3,21,136,High
7058,MISSION,Sunday,7,2,136,High
7139,MISSION,Sunday,10,11,136,High
2417,CENTRAL,Monday,5,17,136,High
9301,NORTHERN,Thursday,4,13,136,High
5080,INGLESIDE,Sunday,8,16,136,High
7047,MISSION,Sunday,6,15,136,High
18666,TENDERLOIN,Monday,10,18,136,High
2630,CENTRAL,Saturday,2,14,136,High
2228,CENTRAL,Friday,9,20,136,High
9493,NORTHERN,Thursday,12,13,136,High
3062,CENTRAL,Sunday,8,14,136,High
2016,CENTRAL,Friday,1,0,136,High
2713,CENTRAL,Saturday,6,1,136,High
3061,CENTRAL,Sunday,8,13,136,High
3089,CENTRAL,Sunday,9,17,136,High
3136,CENTRAL,Sunday,11,16,136,High
2279,CENTRAL,Friday,11,23,136,High
7045,MISSION,Sunday,6,13,136,High
9370,NORTHERN,Thursday,7,10,136,High
1001,BAYVIEW,Sunday,6,17,135,High
2685,CENTRAL,Saturday,4,21,135,High
8461,NORTHERN,Monday,5,13,135,High
2631,CENTRAL,Saturday,2,15,135,High
18814,TENDERLOIN,Saturday,4,22,135,High
6227,MISSION,Friday,8,11,135,High
9816,NORTHERN,Wednesday,2,0,135,High
858,BAYVIEW,Saturday,12,18,135,High
4812,INGLESIDE,Saturday,9,12,135,High
3372,CENTRAL,Thursday,9,12,135,High
19692,TENDERLOIN,Tuesday,5,12,135,High
2472,CENTRAL,Monday,8,0,135,High
2536,CENTRAL,Monday,10,16,135,High
1573,BAYVIEW,Tuesday,6,13,135,High
930,BAYVIEW,Sunday,3,18,135,High
1597,BAYVIEW,Tuesday,7,13,135,High
18349,TENDERLOIN,Friday,9,13,135,High
904,BAYVIEW,Sunday,2,16,135,High
3356,CENTRAL,Thursday,8,20,135,High
1027,BAYVIEW,Sunday,7,19,135,High
1572,BAYVIEW,Tuesday,6,12,135,High
18280,TENDERLOIN,Friday,6,16,135,High
4103,INGLESIDE,Friday,3,23,135,High
1091,BAYVIEW,Sunday,10,11,135,High
8606,NORTHERN,Monday,11,14,135,High
8607,NORTHERN,Monday,11,15,135,High
6782,MISSION,Saturday,7,14,135,High
16214,TARAVAL,Friday,4,14,135,High
16217,TARAVAL,Friday,4,17,135,High
19025,TENDERLOIN,Sunday,1,17,135,High
18378,TENDERLOIN,Friday,10,18,135,High
2256,CENTRAL,Friday,11,0,135,High
1435,BAYVIEW,Thursday,12,19,135,High
9686,NORTHERN,Tuesday,8,14,135,High
19500,TENDERLOIN,Thursday,9,12,135,High
1284,BAYVIEW,Thursday,6,12,135,High
18138,TARAVAL,Wednesday,12,18,135,High
1270,BAYVIEW,Thursday,5,22,135,High
19000,TENDERLOIN,Saturday,12,16,135,High
5993,INGLESIDE,Wednesday,10,17,135,High
18424,TENDERLOIN,Friday,12,16,135,High
4961,INGLESIDE,Sunday,3,17,135,High
4047,INGLESIDE,Friday,1,15,135,High
18426,TENDERLOIN,Friday,12,18,135,High
2314,CENTRAL,Monday,1,10,135,High
9648,NORTHERN,Tuesday,7,0,135,High
4068,INGLESIDE,Friday,2,12,135,High
19579,TENDERLOIN,Thursday,12,19,135,High
4956,INGLESIDE,Sunday,3,12,135,High
6658,MISSION,Saturday,2,10,135,High
6058,MISSION,Friday,1,10,135,High
5874,INGLESIDE,Wednesday,5,18,135,High
19338,TENDERLOIN,Thursday,2,18,135,High
1102,BAYVIEW,Sunday,10,22,135,High
19030,TENDERLOIN,Sunday,1,22,135,High
4262,INGLESIDE,Friday,10,14,135,High
540,BAYVIEW,Monday,11,12,135,High
2810,CENTRAL,Saturday,10,2,135,High
3226,CENTRAL,Thursday,3,10,135,High
1763,BAYVIEW,Wednesday,2,11,135,High
9253,NORTHERN,Thursday,2,13,135,High
16308,TARAVAL,Friday,8,12,135,High
7450,MISSION,Thursday,11,10,135,High
4908,INGLESIDE,Sunday,1,12,135,High
8097,NORTHERN,Friday,2,9,135,High
1741,BAYVIEW,Wednesday,1,13,135,High
5779,INGLESIDE,Wednesday,1,19,135,High
20076,TENDERLOIN,Wednesday,9,12,135,High
18639,TENDERLOIN,Monday,9,15,135,High
17916,TARAVAL,Wednesday,3,12,135,High
237,BAYVIEW,Friday,10,21,135,High
8293,NORTHERN,Friday,10,13,135,High
252,BAYVIEW,Friday,11,12,135,High
320,BAYVIEW,Monday,2,8,135,High
8423,NORTHERN,Monday,3,23,135,High
4341,INGLESIDE,Monday,1,21,135,High
20035,TENDERLOIN,Wednesday,7,19,135,High
2945,CENTRAL,Sunday,3,17,135,High
3017,CENTRAL,Sunday,6,17,135,High
3216,CENTRAL,Thursday,3,0,135,High
80,BAYVIEW,Friday,4,8,135,High
1786,BAYVIEW,Wednesday,3,10,135,High
7569,MISSION,Tuesday,4,9,135,High
16434,TARAVAL,Monday,1,18,135,High
6488,MISSION,Monday,7,8,135,High
4458,INGLESIDE,Monday,6,18,135,High
16343,TARAVAL,Friday,9,23,135,High
133,BAYVIEW,Friday,6,13,135,High
8834,NORTHERN,Saturday,9,2,135,High
4532,INGLESIDE,Monday,9,20,135,High
3285,CENTRAL,Thursday,5,21,135,High
4536,INGLESIDE,Monday,10,0,135,High
4456,INGLESIDE,Monday,6,16,135,High
6496,MISSION,Monday,7,16,134,High
3158,CENTRAL,Sunday,12,14,134,High
8147,NORTHERN,Friday,4,11,134,High
8954,NORTHERN,Sunday,2,2,134,High
3974,CENTRAL,Wednesday,10,14,134,High
20149,TENDERLOIN,Wednesday,12,13,134,High
6043,INGLESIDE,Wednesday,12,19,134,High
16860,TARAVAL,Saturday,7,12,134,High
6477,MISSION,Monday,6,21,134,High
276,BAYVIEW,Friday,12,12,134,High
1191,BAYVIEW,Thursday,2,15,134,High
1208,BAYVIEW,Thursday,3,8,134,High
9274,NORTHERN,Thursday,3,10,134,High
1198,BAYVIEW,Thursday,2,22,134,High
2222,CENTRAL,Friday,9,14,134,High
2246,CENTRAL,Friday,10,14,134,High
4554,INGLESIDE,Monday,10,18,134,High
1223,BAYVIEW,Thursday,3,23,134,High
2302,CENTRAL,Friday,12,22,134,High
9205,NORTHERN,Sunday,12,13,134,High
16362,TARAVAL,Friday,10,18,134,High
9206,NORTHERN,Sunday,12,14,134,High
1268,BAYVIEW,Thursday,5,20,134,High
19843,TENDERLOIN,Tuesday,11,19,134,High
5012,INGLESIDE,Sunday,5,20,134,High
2939,CENTRAL,Sunday,3,11,134,High
5299,INGLESIDE,Thursday,5,19,134,High
4241,INGLESIDE,Friday,9,17,134,High
4239,INGLESIDE,Friday,9,15,134,High
7401,MISSION,Thursday,9,9,134,High
836,BAYVIEW,Saturday,11,20,134,High
8387,NORTHERN,Monday,2,11,134,High
807,BAYVIEW,Saturday,10,15,134,High
6179,MISSION,Friday,6,11,134,High
14503,SOUTHERN,Monday,5,7,134,High
18828,TENDERLOIN,Saturday,5,12,134,High
615,BAYVIEW,Saturday,2,15,134,High
618,BAYVIEW,Saturday,2,18,134,High
18813,TENDERLOIN,Saturday,4,21,134,High
2580,CENTRAL,Monday,12,12,134,High
1385,BAYVIEW,Thursday,10,17,134,High
7345,MISSION,Thursday,7,1,134,High
9023,NORTHERN,Sunday,4,23,134,High
5368,INGLESIDE,Thursday,8,16,134,High
7357,MISSION,Thursday,7,13,134,High
2629,CENTRAL,Saturday,2,13,134,High
624,BAYVIEW,Saturday,3,0,134,High
19864,TENDERLOIN,Tuesday,12,16,134,High
3350,CENTRAL,Thursday,8,14,134,High
18716,TENDERLOIN,Monday,12,20,134,High
288,BAYVIEW,Monday,1,0,134,High
9346,NORTHERN,Thursday,6,10,134,High
302,BAYVIEW,Monday,1,14,134,High
18661,TENDERLOIN,Monday,10,13,134,High
8506,NORTHERN,Monday,7,10,134,High
6073,MISSION,Friday,2,1,134,High
1073,BAYVIEW,Sunday,9,17,134,High
9586,NORTHERN,Tuesday,4,10,134,High
2413,CENTRAL,Monday,5,13,134,High
19622,TENDERLOIN,Tuesday,2,14,134,High
7592,MISSION,Tuesday,5,8,134,High
4314,INGLESIDE,Friday,12,18,134,High
1032,BAYVIEW,Sunday,8,0,134,High
7280,MISSION,Thursday,4,8,134,High
18041,TARAVAL,Wednesday,8,17,134,High
4292,INGLESIDE,Friday,11,20,134,High
7283,MISSION,Thursday,4,11,134,High
7453,MISSION,Thursday,11,13,134,High
9561,NORTHERN,Tuesday,3,9,134,High
2857,CENTRAL,Saturday,12,1,134,High
7977,MISSION,Wednesday,9,9,134,High
5084,INGLESIDE,Sunday,8,20,134,High
6130,MISSION,Friday,4,10,134,High
18012,TARAVAL,Wednesday,7,12,134,High
8487,NORTHERN,Monday,6,15,134,High
5848,INGLESIDE,Wednesday,4,16,134,High
8773,NORTHERN,Saturday,6,13,134,High
1774,BAYVIEW,Wednesday,2,22,134,High
1653,BAYVIEW,Tuesday,9,21,134,High
5700,INGLESIDE,Tuesday,10,12,134,High
18206,TENDERLOIN,Friday,3,14,134,High
9926,NORTHERN,Wednesday,6,14,134,High
1545,BAYVIEW,Tuesday,5,9,134,High
1544,BAYVIEW,Tuesday,5,8,134,High
19146,TENDERLOIN,Sunday,6,18,134,High
17556,TARAVAL,Thursday,12,12,134,High
1510,BAYVIEW,Tuesday,3,22,134,High
6903,MISSION,Saturday,12,15,134,High
1643,BAYVIEW,Tuesday,9,11,134,High
7742,MISSION,Tuesday,11,14,134,High
18307,TENDERLOIN,Friday,7,19,134,High
18186,TENDERLOIN,Friday,2,18,134,High
18304,TENDERLOIN,Friday,7,16,134,High
6909,MISSION,Saturday,12,21,134,High
7760,MISSION,Tuesday,12,8,134,High
19432,TENDERLOIN,Thursday,6,16,134,High
18181,TENDERLOIN,Friday,2,13,134,High
1616,BAYVIEW,Tuesday,8,8,134,High
5897,INGLESIDE,Wednesday,6,17,134,High
5664,INGLESIDE,Tuesday,9,0,134,High
8795,NORTHERN,Saturday,7,11,134,High
7117,MISSION,Sunday,9,13,134,High
1884,BAYVIEW,Wednesday,7,12,134,High
3812,CENTRAL,Wednesday,3,20,134,High
8639,NORTHERN,Monday,12,23,134,High
3528,CENTRAL,Tuesday,4,0,134,High
18209,TENDERLOIN,Friday,3,17,134,High
8822,NORTHERN,Saturday,8,14,134,High
19691,TENDERLOIN,Tuesday,5,11,133,High
8821,NORTHERN,Saturday,8,13,133,High
1472,BAYVIEW,Tuesday,2,8,133,High
6563,MISSION,Monday,10,11,133,High
4195,INGLESIDE,Friday,7,19,133,High
644,BAYVIEW,Saturday,3,20,133,High
444,BAYVIEW,Monday,7,12,133,High
18493,TENDERLOIN,Monday,3,13,133,High
2328,CENTRAL,Monday,2,0,133,High
17323,TARAVAL,Thursday,2,19,133,High
9351,NORTHERN,Thursday,6,15,133,High
14432,SOUTHERN,Monday,2,8,133,High
3405,CENTRAL,Thursday,10,21,133,High
7618,MISSION,Tuesday,6,10,133,High
4917,INGLESIDE,Sunday,1,21,133,High
2834,CENTRAL,Saturday,11,2,133,High
1498,BAYVIEW,Tuesday,3,10,133,High
7427,MISSION,Thursday,10,11,133,High
18712,TENDERLOIN,Monday,12,16,133,High
4914,INGLESIDE,Sunday,1,18,133,High
19072,TENDERLOIN,Sunday,3,16,133,High
4168,INGLESIDE,Friday,6,16,133,High
5340,INGLESIDE,Thursday,7,12,133,High
19668,TENDERLOIN,Tuesday,4,12,133,High
9778,NORTHERN,Tuesday,12,10,133,High
833,BAYVIEW,Saturday,11,17,133,High
1604,BAYVIEW,Tuesday,7,20,133,High
837,BAYVIEW,Saturday,11,21,133,High
1006,BAYVIEW,Sunday,6,22,133,High
18838,TENDERLOIN,Saturday,5,22,133,High
3899,CENTRAL,Wednesday,7,11,133,High
18373,TENDERLOIN,Friday,10,13,133,High
18881,TENDERLOIN,Saturday,7,17,133,High
4680,INGLESIDE,Saturday,4,0,133,High
19701,TENDERLOIN,Tuesday,5,21,133,High
9002,NORTHERN,Sunday,4,2,133,High
18163,TENDERLOIN,Friday,1,19,133,High
957,BAYVIEW,Sunday,4,21,133,High
2535,CENTRAL,Monday,10,15,133,High
1605,BAYVIEW,Tuesday,7,21,133,High
18470,TENDERLOIN,Monday,2,14,133,High
6611,MISSION,Monday,12,11,133,High
9472,NORTHERN,Thursday,11,16,133,High
2414,CENTRAL,Monday,5,14,133,High
19623,TENDERLOIN,Tuesday,2,15,133,High
3904,CENTRAL,Wednesday,7,16,133,High
3573,CENTRAL,Tuesday,5,21,133,High
3909,CENTRAL,Wednesday,7,21,133,High
736,BAYVIEW,Saturday,7,16,133,High
735,BAYVIEW,Saturday,7,15,133,High
2391,CENTRAL,Monday,4,15,133,High
6827,MISSION,Saturday,9,11,133,High
1630,BAYVIEW,Tuesday,8,22,133,High
4089,INGLESIDE,Friday,3,9,133,High
18334,TENDERLOIN,Friday,8,22,133,High
17924,TARAVAL,Wednesday,3,20,133,High
18401,TENDERLOIN,Friday,11,17,133,High
4724,INGLESIDE,Saturday,5,20,133,High
1312,BAYVIEW,Thursday,7,16,133,High
20125,TENDERLOIN,Wednesday,11,13,133,High
3183,CENTRAL,Thursday,1,15,133,High
18545,TENDERLOIN,Monday,5,17,133,High
8245,NORTHERN,Friday,8,13,133,High
16359,TARAVAL,Friday,10,15,133,High
16704,TARAVAL,Saturday,1,0,133,High
8579,NORTHERN,Monday,10,11,133,High
16524,TARAVAL,Monday,5,12,133,High
8269,NORTHERN,Friday,9,13,133,High
5223,INGLESIDE,Thursday,2,15,133,High
230,BAYVIEW,Friday,10,14,133,High
16367,TARAVAL,Friday,10,23,133,High
5225,INGLESIDE,Thursday,2,17,133,High
1289,BAYVIEW,Thursday,6,17,133,High
5950,INGLESIDE,Wednesday,8,22,133,High
1342,BAYVIEW,Thursday,8,22,133,High
5945,INGLESIDE,Wednesday,8,17,133,High
1404,BAYVIEW,Thursday,11,12,133,High
58,BAYVIEW,Friday,3,10,133,High
19474,TENDERLOIN,Thursday,8,10,133,High
1352,BAYVIEW,Thursday,9,8,133,High
2195,CENTRAL,Friday,8,11,133,High
5729,INGLESIDE,Tuesday,11,17,133,High
4872,INGLESIDE,Saturday,12,0,133,High
15027,SOUTHERN,Sunday,3,3,133,High
1819,BAYVIEW,Wednesday,4,19,133,High
4524,INGLESIDE,Monday,9,12,133,High
3122,CENTRAL,Sunday,11,2,133,High
5928,INGLESIDE,Wednesday,8,0,133,High
17609,TARAVAL,Tuesday,2,17,133,High
18132,TARAVAL,Wednesday,12,12,133,High
1282,BAYVIEW,Thursday,6,10,133,High
19550,TENDERLOIN,Thursday,11,14,133,High
5108,INGLESIDE,Sunday,9,20,133,High
10032,NORTHERN,Wednesday,11,0,133,High
16240,TARAVAL,Friday,5,16,133,High
19533,TENDERLOIN,Thursday,10,21,133,High
5254,INGLESIDE,Thursday,3,22,133,High
3635,CENTRAL,Tuesday,8,11,133,High
333,BAYVIEW,Monday,2,21,133,High
404,BAYVIEW,Monday,5,20,133,High
8317,NORTHERN,Friday,11,13,133,High
6539,MISSION,Monday,9,11,133,High
2941,CENTRAL,Sunday,3,13,133,High
17897,TARAVAL,Wednesday,2,17,133,High
4287,INGLESIDE,Friday,11,15,133,High
9299,NORTHERN,Thursday,4,11,132,High
5705,INGLESIDE,Tuesday,10,17,132,High
791,BAYVIEW,Saturday,9,23,132,High
4148,INGLESIDE,Friday,5,20,132,High
6182,MISSION,Friday,6,14,132,High
9019,NORTHERN,Sunday,4,19,132,High
4840,INGLESIDE,Saturday,10,16,132,High
48,BAYVIEW,Friday,3,0,132,High
1725,BAYVIEW,Tuesday,12,21,132,High
3814,CENTRAL,Wednesday,3,22,132,High
6500,MISSION,Monday,7,20,132,High
456,BAYVIEW,Monday,8,0,132,High
5706,INGLESIDE,Tuesday,10,18,132,High
2520,CENTRAL,Monday,10,0,132,High
452,BAYVIEW,Monday,7,20,132,High
8122,NORTHERN,Friday,3,10,132,High
8123,NORTHERN,Friday,3,11,132,High
7118,MISSION,Sunday,9,14,132,High
5419,INGLESIDE,Thursday,10,19,132,High
4124,INGLESIDE,Friday,4,20,132,High
405,BAYVIEW,Monday,5,21,132,High
17922,TARAVAL,Wednesday,3,18,132,High
11898,PARK,Wednesday,4,18,132,High
5100,INGLESIDE,Sunday,9,12,132,High
1672,BAYVIEW,Tuesday,10,16,132,High
8241,NORTHERN,Friday,8,9,132,High
264,BAYVIEW,Friday,12,0,132,High
9034,NORTHERN,Sunday,5,10,132,High
4215,INGLESIDE,Friday,8,15,132,High
18643,TENDERLOIN,Monday,9,19,132,High
5686,INGLESIDE,Tuesday,9,22,132,High
17056,TARAVAL,Sunday,3,16,132,High
2723,CENTRAL,Saturday,6,11,132,High
2943,CENTRAL,Sunday,3,15,132,High
7622,MISSION,Tuesday,6,14,132,High
2732,CENTRAL,Saturday,6,20,132,High
17748,TARAVAL,Tuesday,8,12,132,High
16284,TARAVAL,Friday,7,12,132,High
17971,TARAVAL,Wednesday,5,19,132,High
4368,INGLESIDE,Monday,3,0,132,High
1720,BAYVIEW,Tuesday,12,16,132,High
9923,NORTHERN,Wednesday,6,11,132,High
19981,TENDERLOIN,Wednesday,5,13,132,High
513,BAYVIEW,Monday,10,9,132,High
19812,TENDERLOIN,Tuesday,10,12,132,High
4578,INGLESIDE,Monday,11,18,132,High
4649,INGLESIDE,Saturday,2,17,132,High
3206,CENTRAL,Thursday,2,14,132,High
9864,NORTHERN,Wednesday,4,0,132,High
15463,SOUTHERN,Thursday,9,7,132,High
3204,CENTRAL,Thursday,2,12,132,High
9026,NORTHERN,Sunday,5,2,132,High
4552,INGLESIDE,Monday,10,16,132,High
9443,NORTHERN,Thursday,10,11,132,High
141,BAYVIEW,Friday,6,21,132,High
756,BAYVIEW,Saturday,8,12,132,High
18539,TENDERLOIN,Monday,5,11,132,High
2568,CENTRAL,Monday,12,0,132,High
15919,SOUTHERN,Wednesday,4,7,132,High
2588,CENTRAL,Monday,12,20,132,High
7544,MISSION,Tuesday,3,8,132,High
972,BAYVIEW,Sunday,5,12,132,High
1247,BAYVIEW,Thursday,4,23,132,High
8494,NORTHERN,Monday,6,22,132,High
18355,TENDERLOIN,Friday,9,19,132,High
4793,INGLESIDE,Saturday,8,17,132,High
6706,MISSION,Saturday,4,10,132,High
